ID,Name,Description,Contributor,Citation,Examples_Count
glossa4976,*ABA in stem-allomorphy and the emptiness of the nominative,,"McFadden, Thomas","McFadden, Thomas. 2018. *ABA in stem-allomorphy and the emptiness of the nominative. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",4
glossa4977,Sinhala focus concord constructions from a discourse-syntactic perspective,,"Kishimoto, Hideki","Kishimoto, Hideki. 2018. Sinhala focus concord constructions from a discourse-syntactic perspective. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",63
glossa4978,Phonology and orthography: The orthographic characterization of rendaku and Lyman’s Law,,"Kawahara, Shigeto","Kawahara, Shigeto. 2018. Phonology and orthography: The orthographic characterization of rendaku and Lyman’s Law. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",0
glossa4979,Universals in possessive morphology,,"van Baal, Yvonne and Don, Jan","van Baal, Yvonne and Don, Jan. 2018. Universals in possessive morphology. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",4
glossa4980,Suspended Affixation as Morpheme Ellipsis: Evidence from Ossetic Alternative Questions,,"Erschler, David","Erschler, David. 2018. Suspended Affixation as Morpheme Ellipsis: Evidence from Ossetic Alternative Questions. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",114
glossa4981,Post-focal and factive deaccentuation in Persian,,"Rahmani, Hamed and Rietveld, Toni and Gussenhoven, Carlos","Rahmani, Hamed and Rietveld, Toni and Gussenhoven, Carlos. 2018. Post-focal and factive deaccentuation in Persian. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",15
glossa4982,"A unified semantics for the Japanese Q-particle ka in indefinites, questions and disjunctions",,"Uegaki, Wataru","Uegaki, Wataru. 2018. A unified semantics for the Japanese Q-particle ka in indefinites, questions and disjunctions. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",74
glossa4983,*ABA and the combinatorics of morphological features,,"Bobaljik, Jonathan David and Sauerland, Uli","Bobaljik, Jonathan David and Sauerland, Uli. 2018. *ABA and the combinatorics of morphological features. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",0
glossa4984,To accommodate or to ignore?: The presuppositions of again and continue across contexts,,"Bacovcin, Hezekiah Akiva and Zehr, Jeremy and Schwarz, Florian","Bacovcin, Hezekiah Akiva and Zehr, Jeremy and Schwarz, Florian. 2018. To accommodate or to ignore?: The presuppositions of again and continue across contexts. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",0
glossa4985,Intervention effects in the relative clauses of agrammatics: The role of gender and case,,"Terzi, Arhonto and Nanousi, Vicky","Terzi, Arhonto and Nanousi, Vicky. 2018. Intervention effects in the relative clauses of agrammatics: The role of gender and case. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",16
glossa4986,Reciprocal expressions and the Maximal Typicality Hypothesis,,"Poortman, Eva B. and Struiksma, Marijn E. and Kerem, Nir and Friedmann, Naama and Winter, Yoad","Poortman, Eva B. and Struiksma, Marijn E. and Kerem, Nir and Friedmann, Naama and Winter, Yoad. 2018. Reciprocal expressions and the Maximal Typicality Hypothesis. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",1
glossa4987,The cost of raising quantifiers,,"Wurmbrand, Susanne","Wurmbrand, Susanne. 2018. The cost of raising quantifiers. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",2
glossa4988,Is German discourse-configurational? Experimental evidence for a topic position,,"Störzer, Melanie and Stolterfoht, Britta","Störzer, Melanie and Stolterfoht, Britta. 2018. Is German discourse-configurational? Experimental evidence for a topic position. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",30
glossa4989,The structure of approximative numerals in German,,"Pankau, Andreas","Pankau, Andreas. 2018. The structure of approximative numerals in German. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",188
glossa4990,"The internal, the external and the hybrid: The state of the art and a new characterization of language as a natural object",,"Balari, Sergio and Lorenzo, Guillermo","Balari, Sergio and Lorenzo, Guillermo. 2018. The internal, the external and the hybrid: The state of the art and a new characterization of language as a natural object. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",3
glossa4991,Mass-count distinction in Chinese-English bilingual students,,"Yin, Bin and O’Brien, Beth Ann","Yin, Bin and O’Brien, Beth Ann. 2018. Mass-count distinction in Chinese-English bilingual students. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",0
glossa4992,Existential unaccusativity and new discourse referents,,"Irwin, Patricia","Irwin, Patricia. 2018. Existential unaccusativity and new discourse referents. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",4
glossa4993,"Modifying plurals, classifiers, and co-occurrence: The case of Korean",,"Kim, Kyumin and Melchin, Paul B.","Kim, Kyumin and Melchin, Paul B. 2018. Modifying plurals, classifiers, and co-occurrence: The case of Korean. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",68
glossa4994,C-T Inheritance and the left periphery in Old Japanese,,"Aldridge, Edith","Aldridge, Edith. 2018. C-T Inheritance and the left periphery in Old Japanese. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",50
glossa4995,Offline interpretation of subject pronouns by native speakers of Spanish,,"Chamorro, Gloria","Chamorro, Gloria. 2018. Offline interpretation of subject pronouns by native speakers of Spanish. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",19
glossa4996,"If you cannot agree, move on! On labels and non-nominative subjects",,"Citko, Barbara and Germain, Allison and Witkoś, Jacek","Citko, Barbara and Germain, Allison and Witkoś, Jacek. 2018. If you cannot agree, move on! On labels and non-nominative subjects. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",166
glossa4997,Grammatical versus lexical words in theory and aphasia: Integrating linguistics and neurolinguistics,,"Boye, Kasper and Bastiaanse, Roelien","Boye, Kasper and Bastiaanse, Roelien. 2018. Grammatical versus lexical words in theory and aphasia: Integrating linguistics and neurolinguistics. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",10
glossa4998,The left edge of the word in the Berber derivational morphology,,"Lahrouchi, Mohamed","Lahrouchi, Mohamed. 2018. The left edge of the word in the Berber derivational morphology. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",0
glossa4999,Deconstructing categories syncretic with the nominal complementizer,,"Baunaz, Lena and Lander, Eric","Baunaz, Lena and Lander, Eric. 2018. Deconstructing categories syncretic with the nominal complementizer. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",2
glossa5000,No longer an orphan: evidence for appositive attachment from sentence comprehension,,"Dillon, Brian and Frazier, Lyn and Clifton, Charles","Dillon, Brian and Frazier, Lyn and Clifton, Charles. 2018. No longer an orphan: evidence for appositive attachment from sentence comprehension. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",3
glossa5001,"The scope of children’s scope: Representation, parsing and learning",,"Lidz, Jeffrey","Lidz, Jeffrey. 2018. The scope of children’s scope: Representation, parsing and learning. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",4
glossa5002,"On the unified analysis of three types of relative clause construction in Japanese, and on the “salient reading” of the internally headed type. A reply to Erlewine & Gould (2016)",,"Grosu, Alexander and Hoshi, Koji","Grosu, Alexander and Hoshi, Koji. 2018. On the unified analysis of three types of relative clause construction in Japanese, and on the “salient reading” of the internally headed type. A reply to Erlewine & Gould (2016). Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",27
glossa5003,Unergatives are different: Two types of transitivity in Samoan,,"Tollan, Rebecca","Tollan, Rebecca. 2018. Unergatives are different: Two types of transitivity in Samoan. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",93
glossa5004,Mincing words: Balancing recovery and deletion in word truncation,,"Pham, Mike and Lee, Jackson L.","Pham, Mike and Lee, Jackson L. 2018. Mincing words: Balancing recovery and deletion in word truncation. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",0
glossa5005,"Quantifying sentence acceptability measures: Reliability, bias, and variability",,"Langsford, Steven and Perfors, Amy and Hendrickson, Andrew T. and Kennedy, Lauren A. and Navarro, Danielle J.","Langsford, Steven and Perfors, Amy and Hendrickson, Andrew T. and Kennedy, Lauren A. and Navarro, Danielle J. 2018. Quantifying sentence acceptability measures: Reliability, bias, and variability. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",0
glossa5006,Auditory disruption improves word segmentation: A functional basis for lenition phenomena,,"Katz, Jonah and Fricke, Melinda","Katz, Jonah and Fricke, Melinda. 2018. Auditory disruption improves word segmentation: A functional basis for lenition phenomena. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",0
glossa5007,"Grammaticalized number, implicated presuppositions, and the plural",,"Liter, Adam and Huelskamp, Tess and Heffner, Christopher C. and Schmitt, Cristina","Liter, Adam and Huelskamp, Tess and Heffner, Christopher C. and Schmitt, Cristina. 2018. Grammaticalized number, implicated presuppositions, and the plural. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",3
glossa5008,Recognizing copies: On the definition of Non-Distinctiveness,,"Pérez, Carlos Muñoz","Pérez, Carlos Muñoz. 2018. Recognizing copies: On the definition of Non-Distinctiveness. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",27
glossa5009,Nominal structure in a language without articles: The case of Estonian,,"Norris, Mark","Norris, Mark. 2018. Nominal structure in a language without articles: The case of Estonian. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",87
glossa5010,"Selection, idioms, and the structure of nominal phrases with and without classifiers",,"Bruening, Benjamin and Dinh, Xuyen and Kim, Lan","Bruening, Benjamin and Dinh, Xuyen and Kim, Lan. 2018. Selection, idioms, and the structure of nominal phrases with and without classifiers. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",72
glossa5011,What the EPP and COMP-trace effects have in common: Constraining silent elements at the edge,,"McFadden, Thomas and Sundaresan, Sandhya","McFadden, Thomas and Sundaresan, Sandhya. 2018. What the EPP and COMP-trace effects have in common: Constraining silent elements at the edge. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",4
glossa5012,Thank you to reviewers (2015–2018),,"Han, Chung-hye and Köhnlein, Björn and Paul, Waltraud and Rooryck, Johan and Tsimpli, Ianthi and Vanden Wyngaerd, Guido","Han, Chung-hye and Köhnlein, Björn and Paul, Waltraud and Rooryck, Johan and Tsimpli, Ianthi and Vanden Wyngaerd, Guido. 2018. Thank you to reviewers (2015–2018). Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",0
glossa5013,Quantity judgment studies in Yudja (Tupi): Acquisition and interpretation of nouns,,"Lima, Suzi","Lima, Suzi. 2018. Quantity judgment studies in Yudja (Tupi): Acquisition and interpretation of nouns. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",21
glossa5014,Second-language processing of English mass-count nouns by native-speakers of Korean,,"MacDonald, Danica and Carroll, Susanne E.","MacDonald, Danica and Carroll, Susanne E. 2018. Second-language processing of English mass-count nouns by native-speakers of Korean. Glossa: a journal of general linguistics 3(1). Open Library of Humanities.",4
